epoch,bce,kd_skip,kd_b2,kd_b3,total,val_auc,best_val_auc
30,0.26247,0.94009,0.23766,0.22106,0.63397,0.84724,0.84724
31,0.25951,0.92747,0.24119,0.22205,0.6303,0.84424,0.84724
32,0.25575,0.90866,0.23759,0.2313,0.62504,0.84593,0.84724
33,0.25447,0.90566,0.24581,0.23218,0.6268,0.84618,0.84724
34,0.25441,0.90603,0.25236,0.23379,0.63008,0.84577,0.84724
35,0.25181,0.89841,0.24718,0.23544,0.62454,0.84431,0.84724
36,0.24954,0.87646,0.24955,0.23706,0.61948,0.84517,0.84724
37,0.24638,0.86817,0.25051,0.2324,0.61318,0.84632,0.84724
38,0.24465,0.85291,0.25015,0.23292,0.60846,0.84691,0.84724
39,0.24247,0.8445,0.24768,0.23373,0.60394,0.84652,0.84724
40,0.24082,0.84797,0.25286,0.24172,0.60824,0.84614,0.84724
41,0.2401,0.83707,0.25213,0.24105,0.60479,0.84683,0.84724
42,0.24007,0.83757,0.25428,0.23987,0.60525,0.84475,0.84724
43,0.23802,0.82642,0.25063,0.24211,0.60041,0.84471,0.84724
44,0.23644,0.82052,0.25224,0.23752,0.59644,0.84647,0.84724
45,0.23578,0.82019,0.2551,0.24525,0.59995,0.84796,0.84796
46,0.23387,0.80209,0.24824,0.23962,0.58943,0.84567,0.84796
47,0.23404,0.80783,0.25271,0.24244,0.59366,0.84552,0.84796
48,0.23263,0.80313,0.25047,0.2456,0.59168,0.84728,0.84796
49,0.2303,0.79392,0.25134,0.23838,0.58497,0.84659,0.84796
50,0.23159,0.79572,0.24772,0.24233,0.58676,0.84738,0.84796
51,0.23065,0.79467,0.25972,0.2443,0.59119,0.84585,0.84796
52,0.22928,0.78186,0.24981,0.2367,0.58025,0.84695,0.84796
53,0.22901,0.78747,0.25317,0.24593,0.58614,0.84583,0.84796
54,0.22822,0.77963,0.25465,0.23866,0.58147,0.84696,0.84796
55,0.22723,0.77922,0.25247,0.23776,0.57916,0.84707,0.84796
56,0.22709,0.7716,0.24743,0.24029,0.5765,0.84662,0.84796
57,0.22571,0.76989,0.25212,0.23984,0.57647,0.84622,0.84796
58,0.22682,0.77193,0.25327,0.23599,0.57691,0.8472,0.84796
59,0.22763,0.77858,0.25441,0.24567,0.58338,0.84639,0.84796
60,0.22588,0.77035,0.25035,0.23839,0.57544,0.8467,0.84796
61,0.22687,0.77284,0.25343,0.24181,0.57953,0.84709,0.84796
62,0.22492,0.76591,0.25186,0.24285,0.57598,0.84721,0.84796
63,0.22525,0.76634,0.2548,0.23908,0.57607,0.847,0.84796
64,0.2248,0.75888,0.24837,0.23639,0.57048,0.8467,0.84796
65,0.22473,0.76175,0.25036,0.23935,0.57296,0.84725,0.84796
66,0.22427,0.75951,0.24948,0.23725,0.57087,0.84704,0.84796
67,0.22536,0.76479,0.24978,0.24732,0.57715,0.84678,0.84796
68,0.22488,0.76256,0.25745,0.23683,0.57511,0.84625,0.84796
69,0.2232,0.75405,0.24951,0.239,0.56941,0.84675,0.84796
70,0.22395,0.76078,0.25053,0.24241,0.57328,0.84714,0.84796
71,0.22338,0.7549,0.25014,0.23849,0.56982,0.84672,0.84796
72,0.22337,0.75538,0.25272,0.23789,0.57069,0.84736,0.84796
73,0.22323,0.75336,0.24649,0.24244,0.56947,0.84643,0.84796
74,0.22322,0.75475,0.2529,0.23566,0.5696,0.84725,0.84796
75,0.22311,0.75547,0.24925,0.2392,0.56958,0.84679,0.84796
76,0.22286,0.7512,0.24922,0.23681,0.56751,0.84688,0.84796
77,0.22352,0.75558,0.25356,0.23939,0.57182,0.84672,0.84796
78,0.22286,0.75159,0.25029,0.23792,0.56846,0.84715,0.84796
79,0.22231,0.74723,0.24909,0.23949,0.56719,0.84669,0.84796
80,0.22277,0.75568,0.25003,0.24534,0.57206,0.84682,0.84796
81,0.22206,0.75034,0.25281,0.23617,0.56773,0.84707,0.84796
82,0.22249,0.74903,0.24561,0.24434,0.56828,0.84698,0.84796
83,0.22226,0.74702,0.25003,0.23466,0.56554,0.84675,0.84796
84,0.22227,0.74736,0.25066,0.23774,0.5671,0.84685,0.84796
85,0.2221,0.7474,0.24788,0.23917,0.5664,0.84693,0.84796
86,0.22158,0.74787,0.24815,0.24051,0.56662,0.84701,0.84796
87,0.2228,0.74876,0.25035,0.23729,0.56761,0.84695,0.84796
88,0.22186,0.74533,0.24889,0.237,0.56528,0.84684,0.84796
89,0.22184,0.74828,0.24764,0.23876,0.56605,0.84694,0.84796
90,0.22192,0.7436,0.24883,0.23764,0.56523,0.84721,0.84796
91,0.22174,0.74579,0.24984,0.2366,0.56547,0.84713,0.84796
92,0.22208,0.74508,0.2457,0.24077,0.56568,0.84701,0.84796
93,0.22165,0.74448,0.25117,0.23478,0.56492,0.84712,0.84796
94,0.22219,0.74565,0.24733,0.23986,0.56619,0.84702,0.84796
95,0.22194,0.74713,0.24889,0.23844,0.5663,0.84711,0.84796
96,0.22177,0.74667,0.24979,0.2361,0.56546,0.84697,0.84796
97,0.22116,0.74688,0.24885,0.23761,0.56512,0.84701,0.84796
98,0.22201,0.74793,0.24825,0.23859,0.56634,0.84705,0.84796
99,0.22172,0.74359,0.24783,0.23708,0.5644,0.84701,0.84796
100,0.22173,0.74571,0.24781,0.23868,0.56547,0.84698,0.84796
