epoch,bce,kd_skip,kd_b2,kd_b3,total,val_auc,best_val_auc
80,0.17467,0.26466,0.21521,0.39593,0.47615,0.83748,0.8445
81,0.17503,0.26714,0.21645,0.39162,0.47537,0.83901,0.8445
82,0.17471,0.26421,0.21418,0.39776,0.47651,0.83756,0.8445
83,0.17461,0.26572,0.21441,0.397,0.47632,0.83732,0.8445
84,0.1751,0.26759,0.21884,0.39098,0.47627,0.8376,0.8445
85,0.17473,0.26558,0.21444,0.39537,0.47571,0.83809,0.8445
86,0.1744,0.26498,0.2141,0.39509,0.47503,0.8381,0.8445
87,0.17492,0.26587,0.21564,0.39315,0.47547,0.83822,0.8445
88,0.17456,0.26233,0.2124,0.39647,0.47478,0.8377,0.8445
89,0.1745,0.26439,0.21343,0.3934,0.47402,0.83805,0.8445
90,0.17453,0.2651,0.2137,0.39579,0.47531,0.83805,0.8445
91,0.17418,0.26462,0.21478,0.39508,0.47508,0.83771,0.8445
92,0.17456,0.26362,0.21261,0.39357,0.47371,0.8378,0.8445
93,0.17498,0.26674,0.21539,0.39555,0.47657,0.83779,0.8445
94,0.17433,0.26225,0.21276,0.39469,0.47391,0.83788,0.8445
95,0.17408,0.26184,0.21096,0.39485,0.47288,0.83793,0.8445
96,0.17444,0.2621,0.21202,0.39321,0.473,0.83801,0.8445
97,0.17453,0.26392,0.21351,0.39618,0.47528,0.83799,0.8445
98,0.1746,0.26381,0.21305,0.39504,0.47462,0.83794,0.8445
99,0.17454,0.26465,0.21449,0.39522,0.47537,0.83798,0.8445
100,0.17451,0.26252,0.21202,0.39394,0.47344,0.83798,0.8445
