epoch,bce,kd2,kd3,total,val_auc,best_val_auc
69,0.1652,0.38004,0.47504,0.59273,0.83775,0.84274
70,0.16448,0.37651,0.47069,0.58808,0.83758,0.84274
71,0.16468,0.3773,0.4725,0.58958,0.83749,0.84274
72,0.16451,0.37566,0.47252,0.5886,0.83682,0.84274
73,0.16475,0.37587,0.47113,0.58825,0.83738,0.84274
74,0.16468,0.37758,0.47302,0.58997,0.83749,0.84274
75,0.16439,0.37626,0.4707,0.58787,0.83722,0.84274
76,0.16425,0.37583,0.47304,0.58869,0.83794,0.84274
77,0.16467,0.37878,0.4712,0.58966,0.8378,0.84274
78,0.16388,0.37562,0.47501,0.58919,0.83782,0.84274
79,0.16463,0.3764,0.47084,0.58824,0.83776,0.84274
80,0.16391,0.36941,0.47398,0.58561,0.83748,0.84274
81,0.16392,0.37415,0.47191,0.58695,0.83741,0.84274
82,0.16409,0.37359,0.47076,0.58626,0.83747,0.84274
83,0.16363,0.36916,0.4714,0.58391,0.83765,0.84274
84,0.16329,0.37056,0.47211,0.58462,0.8373,0.84274
85,0.16409,0.37259,0.47172,0.58624,0.83739,0.84274
86,0.16383,0.37056,0.47159,0.5849,0.83765,0.84274
87,0.1634,0.37027,0.47084,0.58396,0.83742,0.84274
88,0.1634,0.36672,0.47014,0.58183,0.83771,0.84274
89,0.16406,0.36956,0.46986,0.58377,0.83757,0.84274
90,0.1632,0.37057,0.47361,0.58529,0.83729,0.84274
91,0.16348,0.36862,0.47298,0.58428,0.83712,0.84274
92,0.16382,0.36869,0.47078,0.58356,0.83752,0.84274
93,0.16407,0.37225,0.47287,0.58663,0.83749,0.84274
94,0.16345,0.37198,0.4692,0.58403,0.83755,0.84274
95,0.16291,0.36672,0.47029,0.58142,0.83754,0.84274
96,0.16356,0.37079,0.47082,0.58437,0.83753,0.84274
97,0.16364,0.37031,0.47155,0.58457,0.83746,0.84274
98,0.1634,0.36833,0.4708,0.58296,0.83744,0.84274
99,0.16328,0.36747,0.47134,0.58269,0.83767,0.84274
100,0.16338,0.36756,0.47196,0.58314,0.83758,0.84274
