epoch,bce,kd2,kd3,total,val_auc,best_val_auc
55,0.21807,0.07581,0.05234,0.28214,0.84592,0.84801
56,0.21842,0.07628,0.05473,0.28393,0.84611,0.84801
57,0.21911,0.07774,0.05548,0.28572,0.8466,0.84801
58,0.2184,0.07814,0.05553,0.28524,0.84722,0.84801
59,0.21693,0.07407,0.05119,0.27955,0.84554,0.84801
60,0.2176,0.07658,0.05454,0.28317,0.84754,0.84801
61,0.21665,0.07533,0.05099,0.27981,0.84644,0.84801
62,0.21655,0.07397,0.05068,0.27887,0.84629,0.84801
63,0.21573,0.07267,0.0486,0.27636,0.8457,0.84801
64,0.21602,0.07107,0.04914,0.27612,0.84717,0.84801
65,0.21652,0.07494,0.05121,0.27959,0.8465,0.84801
66,0.21611,0.07277,0.04803,0.27651,0.84667,0.84801
67,0.21569,0.07214,0.04876,0.27614,0.8463,0.84801
68,0.21516,0.07148,0.04679,0.2743,0.84589,0.84801
69,0.21483,0.06889,0.044,0.27127,0.84739,0.84801
70,0.2149,0.07377,0.04938,0.27648,0.84703,0.84801
71,0.21501,0.07137,0.04669,0.27404,0.84709,0.84801
72,0.21415,0.07025,0.04579,0.27217,0.84719,0.84801
73,0.2143,0.07058,0.04515,0.27217,0.84679,0.84801
74,0.21432,0.06966,0.04458,0.27144,0.84677,0.84801
75,0.21442,0.07272,0.04781,0.27468,0.84663,0.84801
76,0.21472,0.07139,0.04642,0.27363,0.84661,0.84801
77,0.21373,0.06998,0.04512,0.27128,0.8471,0.84801
78,0.21445,0.0689,0.04385,0.27083,0.84699,0.84801
79,0.21352,0.06921,0.04344,0.26985,0.84674,0.84801
80,0.21409,0.06891,0.04405,0.27057,0.84686,0.84801
81,0.21321,0.06831,0.04331,0.26902,0.84644,0.84801
82,0.21385,0.06905,0.04397,0.27035,0.84682,0.84801
83,0.21365,0.0703,0.04423,0.27092,0.84663,0.84801
84,0.21371,0.06786,0.04318,0.26923,0.8471,0.84801
85,0.2135,0.06626,0.0415,0.26738,0.84659,0.84801
86,0.21256,0.07016,0.04455,0.26992,0.8469,0.84801
87,0.21343,0.06863,0.04255,0.26902,0.84697,0.84801
88,0.21273,0.0656,0.04062,0.26585,0.84674,0.84801
89,0.21326,0.06869,0.04348,0.26934,0.84687,0.84801
90,0.21311,0.06819,0.04303,0.26871,0.84678,0.84801
91,0.2133,0.0674,0.04099,0.2675,0.84675,0.84801
92,0.21322,0.06648,0.04218,0.26755,0.84687,0.84801
93,0.21261,0.06843,0.04181,0.26773,0.84672,0.84801
94,0.2131,0.06678,0.04175,0.26737,0.84698,0.84801
95,0.21285,0.06791,0.04255,0.26808,0.84675,0.84801
96,0.21259,0.06677,0.04163,0.26679,0.84681,0.84801
97,0.21277,0.06642,0.04039,0.26618,0.84687,0.84801
98,0.213,0.06715,0.04136,0.26725,0.84678,0.84801
99,0.21272,0.06673,0.04096,0.26656,0.84678,0.84801
100,0.21272,0.06627,0.0409,0.2663,0.84679,0.84801
