epoch,bce,kd2,kd3,total,val_auc,best_val_auc
83,0.16449,0.38773,0.48234,0.59952,0.83732,0.84142
84,0.16426,0.38834,0.48276,0.59981,0.83699,0.84142
85,0.16514,0.39154,0.48123,0.60153,0.8372,0.84142
86,0.16481,0.3885,0.48305,0.60058,0.8373,0.84142
87,0.16441,0.389,0.4814,0.59961,0.83699,0.84142
88,0.16439,0.38631,0.48136,0.59822,0.83716,0.84142
89,0.16502,0.38754,0.48031,0.59895,0.83716,0.84142
90,0.16406,0.38649,0.48634,0.60047,0.83688,0.84142
91,0.16467,0.38939,0.48184,0.60029,0.83684,0.84142
92,0.16477,0.38722,0.48107,0.59891,0.8371,0.84142
93,0.16501,0.39069,0.48431,0.60251,0.83692,0.84142
94,0.16445,0.39123,0.48063,0.60038,0.83711,0.84142
95,0.16388,0.38496,0.48163,0.59718,0.83696,0.84142
96,0.16448,0.38909,0.48131,0.59968,0.83702,0.84142
97,0.16462,0.38839,0.48222,0.59993,0.83699,0.84142
98,0.16443,0.38646,0.48116,0.59824,0.83702,0.84142
99,0.16419,0.38522,0.48216,0.59788,0.83705,0.84142
100,0.16429,0.38573,0.48276,0.59854,0.83704,0.84142
