epoch,bce,kd,kd_ema,total,val_auc,best_val_auc
70,0.18855,0.38446,0.15727,0.58087,0.84759,0.84887
71,0.18794,0.38171,0.14666,0.57699,0.84746,0.84887
72,0.18819,0.3826,0.13762,0.57767,0.84771,0.84887
73,0.18774,0.38089,0.135,0.57538,0.84711,0.84887
74,0.18766,0.38173,0.12373,0.57557,0.84801,0.84887
75,0.18738,0.38133,0.12007,0.57471,0.84703,0.84887
76,0.18711,0.37938,0.11236,0.57211,0.84773,0.84887
77,0.18788,0.38295,0.10854,0.57625,0.84647,0.84887
78,0.18727,0.38092,0.10335,0.57336,0.84706,0.84887
79,0.1869,0.37895,0.09694,0.5707,0.84703,0.84887
80,0.18709,0.38351,0.09788,0.5755,0.84716,0.84887
81,0.18662,0.37977,0.08422,0.57061,0.84738,0.84887
82,0.18642,0.38031,0.08615,0.57104,0.84733,0.84887
83,0.18678,0.37815,0.076,0.56873,0.84725,0.84887
84,0.18669,0.3794,0.07398,0.56979,0.84718,0.84887
85,0.18643,0.37892,0.07066,0.56888,0.84736,0.84887
86,0.18607,0.37947,0.06805,0.56894,0.84727,0.84887
87,0.18686,0.37926,0.06233,0.56924,0.84721,0.84887
88,0.18607,0.37797,0.05963,0.56702,0.84729,0.84887
89,0.18613,0.37915,0.05775,0.56816,0.84736,0.84887
90,0.18593,0.37815,0.05373,0.56677,0.84761,0.84887
91,0.18606,0.3786,0.0494,0.56714,0.84747,0.84887
92,0.18594,0.37859,0.05031,0.56705,0.84728,0.84887
93,0.18593,0.37795,0.04266,0.56601,0.84751,0.84887
94,0.18603,0.37853,0.04421,0.56677,0.84738,0.84887
95,0.18589,0.37983,0.04204,0.56782,0.8474,0.84887
96,0.18578,0.37907,0.03883,0.56679,0.84738,0.84887
97,0.18523,0.37882,0.03683,0.56589,0.84734,0.84887
98,0.18583,0.3799,0.03633,0.56755,0.84738,0.84887
99,0.18581,0.37769,0.03218,0.5651,0.84737,0.84887
100,0.1855,0.379,0.03236,0.56612,0.84736,0.84887
