epoch,train_loss,train_acc,val_loss,val_acc,lr
51,6.29355,0.03148,6.29486,0.03406,1.50e-04
52,6.22484,0.03378,6.23906,0.02986,1.46e-04
53,6.14932,0.03631,6.15109,0.03381,1.41e-04
54,6.08528,0.03579,6.04001,0.02851,1.36e-04
55,6.02578,0.0359,5.99782,0.03107,1.32e-04
56,5.95825,0.03849,5.96111,0.03502,1.27e-04
57,5.87037,0.04297,5.86449,0.03667,1.22e-04
58,5.80574,0.04486,5.79064,0.04361,1.18e-04
59,5.74121,0.04906,5.72659,0.04912,1.13e-04
60,5.66537,0.05164,5.61151,0.06513,1.09e-04
61,5.62901,0.05727,5.57144,0.07043,1.04e-04
62,5.61003,0.05894,5.61697,0.06088,9.99e-05
63,5.61583,0.05969,5.58131,0.07251,9.55e-05
64,5.62569,0.05842,5.59488,0.0755,9.11e-05
65,5.61561,0.05934,5.62057,0.06644,8.68e-05
66,5.64047,0.06101,5.64211,0.05611,8.26e-05
67,5.64319,0.05859,5.62132,0.06527,7.85e-05
68,5.64243,0.05969,5.62411,0.06513,7.44e-05
69,5.65647,0.05314,5.66098,0.05732,7.04e-05
70,5.67101,0.05871,5.62122,0.07342,6.65e-05
71,5.68014,0.0563,5.66647,0.06223,6.26e-05
72,5.69088,0.05377,5.63451,0.05567,5.89e-05
73,5.69252,0.05136,5.63458,0.05689,5.52e-05
74,5.71298,0.05199,5.65754,0.0483,5.16e-05
75,5.69092,0.05164,5.62733,0.04887,4.82e-05
76,5.7056,0.05113,5.64178,0.05689,4.48e-05
77,5.69838,0.05199,5.64669,0.05385,4.15e-05
78,5.70089,0.05061,5.67434,0.04873,3.84e-05
79,5.71876,0.05164,5.66525,0.05906,3.53e-05
80,5.71745,0.05067,5.68297,0.04951,3.24e-05
81,5.70583,0.049,5.67285,0.0509,2.96e-05
82,5.71696,0.04779,5.69268,0.05017,2.69e-05
83,5.71521,0.0471,5.69858,0.05312,2.43e-05
84,5.71014,0.04992,5.68049,0.05746,2.18e-05
85,5.70406,0.0498,5.65234,0.05403,1.95e-05
86,5.69733,0.04923,5.66342,0.0506,1.73e-05
87,5.68668,0.05049,5.66037,0.04496,1.52e-05
88,5.6909,0.04739,5.67025,0.04674,1.33e-05
89,5.68334,0.04929,5.6663,0.04752,1.15e-05
90,5.69073,0.04883,5.68709,0.04158,9.84e-06
91,5.68799,0.05009,5.66947,0.05702,8.32e-06
92,5.68395,0.05136,5.70031,0.04548,6.94e-06
93,5.6869,0.05038,5.67986,0.04669,5.70e-06
94,5.68702,0.05101,5.69092,0.04631,4.60e-06
95,5.69879,0.04889,5.68107,0.05551,3.65e-06
96,5.69496,0.04739,5.68883,0.04708,2.84e-06
97,5.7007,0.04957,5.70867,0.04896,2.18e-06
98,5.71573,0.04871,5.71319,0.04331,1.66e-06
99,5.71815,0.0509,5.73801,0.04635,1.30e-06
100,5.73185,0.04831,5.75089,0.03338,1.07e-06
